Year,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Chad,Chile,China,Colombia,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,French Guiana,French Indochina,French West Africa,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guinea,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Mali,Martinique,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,Sudan,Réunion,Romania,Russia,Rwanda,Ryukyu Islands,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,USSR,Uzbekistan,Venezuela,Viet Nam,Yemen,Zambia,Zimbabwe,World
1978,59.6116639762685,399.376,1321.4264809905,189.600095459184,3068.83918764935,281.405500358253,2458.27465504168,2721.47114012911,472.130562159333,159.396060800152,0.0,161.302149582844,0.0,1215.13387657164,3481.01787459752,0.0,0.0,121.075754189944,0.0,10252.7267824639,0.0,2407.53974525519,0.0,0.0,3.50656846919226,5089.7525520552,7.02222575774755,0.0,507.661954350866,26795.8097955467,2018.50307453071,0.0,237.323023858004,0.0,1339.97209074636,1307.04769856124,591.129162337253,3132.8375134985,3338.25318267104,224.711224247922,1336.01740702167,0.0,417.971892764842,403.700614906143,1474.17400353391,219.612350435765,,400.659123177743,42.1333545464853,38.5722531611149,803.988490932982,12954.3932115616,0.0,,,7.02222575774755,297.021473186359,21861.8961041604,238.755675763417,5256.00893105294,0.0,247.949427911347,0.0,120.432579271226,131.058983324569,589.1035028243,2222.85438168351,62.4528202045349,8420.93568320266,1926.85777318404,2204.19533101978,928.247359373484,5746.40060738702,954.212355760958,17397.7062063326,146.186999482755,40741.9612793951,271.12306787304,3578.4996458774,537.200270467687,299.291698301407,671.103475755799,0.0,274.046492139612,661.962815066643,63.2000318197279,1527.33410231009,1168.54954995064,202.909463862777,423.765139664804,31.600015909864,49.1555803042328,1048.46397228849,17.5555643943689,0.0,7030.00200636954,80.6510747914221,1379.03635482115,154.488966670446,122.729896421729,0.0,17.5328423459613,1337.09328418655,28.0525477535381,429.49975916875,95.6376364800911,21.0666772732426,733.822591684619,1113.92512137687,0.0,1479.77189399914,145.227522062361,0.0,82.16915170656,982.457248665391,2095.92148698787,125.040013466504,9979.01775289755,2410.91194205423,98.5902064992872,168.533418185941,7629.38988552203,849.968001291825,91.2889348507182,0.0,7115.07273418325,35483.3086017885,0.0,,862.664306868763,172.044531064815,1676.89919553073,0.0,645.208598331377,1476.40699794607,566.628905373279,0.0,3237.35046049228,14250.7832097358,273.512340596997,28.5805745066296,1180.89857172705,1829.20329430785,686.610366691464,5466.74024347074,241.597251272088,2443.62389173568,0.0,106.264040533435,432.074053729863,7167.62908640179,655.194426146381,38.6222416676115,10111.8677497156,595.062317799269,7881.36425647569,108.844499245087,34744.5873505207,332.249178639569,60544.4111890736,3129.82359799646,1664.81846501117,403.25537395711,31.6897092319137,59.6889189408542,196.622321216931,456305.129953623
1979,65.8159352877788,421.36,1841.35952610274,187.383013578124,3221.66495501857,275.757719469414,2580.13501575666,2573.43364187359,452.615882025673,214.196511080496,0.0,152.415850140119,0.0,1147.19702104733,3508.49137988465,0.0,0.0,126.397765363129,0.0,11381.9866235934,0.0,2510.00647290159,0.0,0.0,0.0,5803.11794496505,0.0,0.0,573.199119268205,30299.3564737031,2056.60860965353,0.0,252.822111439274,0.0,1385.67198378303,1246.5534661242,608.27266280315,3094.87915136055,3768.82829437386,211.67340422714,1231.91990728284,0.0,424.881603946557,529.248156888388,1449.66589676549,280.913457154749,,389.826815747542,45.1107254910299,45.0319557232171,819.759007013571,13209.7214084965,0.0,,,41.6406696840276,282.884278007565,22312.0499315671,128.392064859085,5593.5748624254,0.0,273.89062072588,0.0,112.365382861899,108.853964647465,602.73540737229,2250.59704456236,58.633267766531,7751.95396306825,2469.01411113538,2417.44053235627,1065.20022842477,4263.61269683584,909.152707413525,17683.4135282762,113.373939307885,41986.3460028334,296.084215058045,3406.67211250402,402.526473612267,491.151462625698,644.460166219405,0.0,267.775978294437,1006.68633119735,65.9310603330437,1509.4742760459999,1156.13788812933,214.173944762646,442.39217877095,34.700558070023,48.5807812980322,1066.91095098084,13.8802232280092,0.0,7599.83621972564,86.5999148523406,1600.87007532519,128.392064859085,183.591819486962,0.0,10.3919897822809,1191.05848172241,27.711972752749,405.819734351367,42.1370185732123,17.3502790350115,822.403226259546,1096.72311454464,0.0,1610.75841625353,242.287856795971,0.0,74.5920221117862,1157.95234325916,1892.98820587189,120.768035800035,8736.75442111736,2406.42120660171,111.466998610087,232.493739069154,8294.78012274266,828.630050502219,86.7513951750576,0.0,7533.68411706293,34175.8902344097,0.0,,1041.519768263,180.44290196412,1750.60905027933,0.0,637.375373313227,1482.9437881561,580.067511690936,0.0,3255.14535526013,13075.6221040663,280.583724121583,28.4160084235376,1201.62608456049,1945.72809166129,874.319270347873,5604.74648924348,232.005659838986,2500.28576401405,0.0,101.831128218596,674.806220092231,6389.27940673896,624.009436781393,24.2903906490161,9682.52846633579,602.618461235785,7992.24000403885,131.862120666087,35091.5626613837,330.336097923624,57956.1270157804,2957.12709571603,1921.63256964173,342.935662815269,41.8001244787828,93.6915067890622,187.383013578124,460416.54667931696
1980,23.9499730329649,498.304,2021.66744048407,113.156958259317,3425.48738377903,283.383102059466,2651.24005040955,2481.04590355962,455.143008011375,222.764911642938,0.0,157.385537073769,0.0,1135.58857402705,3372.33664090075,133.730950670102,0.0,129.672849162011,0.0,12370.5225737468,0.0,2471.7525707278,0.0,0.0,0.0,5178.11888576488,0.0,0.0,657.37066886998,32689.3939250479,2090.60673319297,17.1449936756542,261.052630831568,606.932776118157,1408.03403235109,1340.07017160205,669.460227573371,3126.14176843082,3722.51009426654,205.73992410785,983.803240259912,0.0,480.336840730084,667.440325293027,1482.82778511902,247.129823853884,,397.829341930119,51.4349810269625,37.6356719089448,845.546088956553,13221.4724285724,0.0,,,51.4349810269625,282.571643904757,20881.2563660885,137.159949405233,5817.39099101163,87.0175436105226,268.014034320409,0.0,114.86315756589,212.322806409675,691.127793236986,2142.50315849922,58.2833164510012,7544.8393226539,3080.39022628775,2577.3152399692,967.265791711712,3748.82216722793,861.402152396123,18597.1505528261,73.1954542042808,41903.1716855436,427.255467588477,3401.36814317738,593.216781177634,613.318332506039,649.172689897563,0.0,274.414074345464,696.012939136067,48.0059822918316,1491.61444978191,1199.09371352885,225.737649066647,453.854972067039,27.4319898810466,41.14798482157,1091.4344853594,10.2869962053925,83.5368418661017,8145.47342894855,82.1141932558795,1728.2572986793,109.727959524187,181.335510106734,0.0,13.6856988759799,1133.64542039044,27.3713977519598,393.654723154505,73.0947366328389,20.573992410785,932.687655955586,1101.51395776972,0.0,1553.32682242372,268.014034320409,0.0,84.7543270213368,1041.77193630393,2130.17609711692,141.257211702228,8322.53079764029,2675.51243561666,96.4770410683657,236.600912724027,7909.04997958319,847.210551929897,85.7249683782708,0.0,7521.36611341636,34526.9311208536,0.0,,1364.46100939546,181.736932961934,1795.96896089386,0.0,910.098975252665,1523.46795052831,583.332291636828,0.0,3379.59046143805,13040.1142446994,266.871128081609,31.7828726330013,1233.53656938818,2102.28010368924,933.759933197397,6541.7640627184,233.702168363123,2513.81706040669,140.588948140364,87.0175436105226,865.917735570166,5926.1731931538,623.319802731082,3.42899873513083,9724.87078334996,806.272414642771,7334.72664926933,140.588948140364,32046.8672361056,388.457332181127,58188.1701959476,2929.56765916368,2327.21256279421,297.663950552563,37.9016947054294,75.4379721728783,219.455919048373,463943.332202935
1981,33.7885284389634,392.048,2165.13873154611,115.190016550818,3173.81701708096,293.546584296045,2953.65120408203,2383.24915841129,461.443230112242,13.7999410976298,0.0,158.806083663128,0.0,1132.83497999167,2988.561344591,135.517666530374,0.0,136.120670391061,0.0,11783.7343171912,0.0,2491.0171506326,0.0,0.0,0.0,5002.93971134095,0.0,0.0,758.96543634673,34326.0421456378,2127.58087649454,23.7155916428155,217.349072287669,552.234491111275,1463.83141220068,1545.59340293453,566.81184008099,3100.86158830908,3676.19189415922,226.992091438377,824.665392235663,0.0,445.04810039856,589.824401404426,1709.82011260275,213.899087013262,,409.310655578849,60.9829499386684,43.9250869706524,840.33388071835,12711.1540507845,0.0,,,67.7588332651872,284.542780974944,19371.086789564,182.948849816005,5893.12061572653,75.8996760369638,241.498969208521,0.0,110.399528781038,144.899381525113,696.043685842646,2112.9244693027,57.9333651354714,8887.72674930346,3668.25319427927,2596.79961660406,1009.93673420898,3707.76638171288,954.204583529051,18295.1038598984,80.5710745793058,40262.9516290978,446.431430151091,3423.50627230448,599.665674396906,719.061311159391,659.301381397202,0.0,283.486659000726,1107.55889159622,40.6552999591123,1473.75462351782,1253.12276743359,248.160602409216,476.422346368715,16.9397083162968,37.2673582958529,1300.85834490009,10.1638249897781,82.7996465857787,9028.68815327388,97.9867324729938,1747.805565828,108.414133224299,145.290672287543,0.0,13.5154113755854,941.008312005964,23.6519699072744,490.672546659394,79.3496613113712,16.9397083162968,1151.90016550818,918.864025593371,0.0,1648.88018782141,244.948954482929,0.0,73.7280501755532,1471.0501439789,1929.6171850417,179.053836140629,6359.96650729284,2635.06210206745,119.275572941131,237.155916428155,7932.13098922951,866.378562609648,67.7588332651872,0.0,7084.97321905501,34800.813562615,0.0,,2194.67054211682,172.785024826227,1885.2712849162,0.0,1033.92897023228,1537.39781285512,599.98743988997,0.0,3780.68453248145,13303.4715182811,293.960197418981,35.108595321692,1169.06485971133,2149.73335224477,1073.48015647018,6588.76304559786,237.348497302993,2920.83722247524,132.129724867115,65.5497202137414,980.911286944285,6873.47024212149,627.667899209436,3.38794166325936,9770.73681957418,797.442401949278,6305.39053390633,179.560908152746,31248.9791516619,354.596812749089,58437.2599351872,2924.92630919255,2327.69986982818,250.035110448329,37.4866086386413,67.7588332651872,271.035333060749,464179.263983097
1982,40.0353716255724,414.032,2126.32522897588,113.794076107188,2670.07091041377,290.742912007617,2822.150438689,2240.79034421962,447.414078337507,30.7734192395459,0.0,146.796362627099,0.0,1080.27568555612,2796.97925512814,143.916037429679,0.0,135.301899441341,0.0,11533.585333422,0.0,2549.84810144499,0.0,0.0,0.0,4153.68111334714,0.0,0.0,453.097071318472,38377.7165640593,2387.35751989937,16.7344229569394,198.317590654851,502.032688708183,1440.8965550719,1470.28558588941,587.97528267512,2952.53171181815,3623.2011321143,247.669459762704,914.926729186538,0.0,441.085675766824,753.902374705064,2075.72747997255,194.898321850457,,402.72618378244,66.9376918277577,40.0353716255724,855.408028896669,11669.634480753,0.0,,,80.3252301933093,273.988854008655,18333.0343968767,133.875383655515,5810.82731466173,75.2239136966677,235.929547503185,0.0,99.1587953274256,129.932214566971,650.574788915551,1977.04239875184,57.5834138199416,9676.06607303299,4019.20912171457,2564.67533428911,826.22410780166,4354.21883298493,1004.30124785566,17297.310355129,106.281242567417,38154.0941766725,363.974948887285,3294.9566622502,592.398572675656,711.099205696455,640.377503479612,0.0,280.040656866598,778.501974008916,36.8157305052667,1817.35833312362,1251.73635932108,255.192352406331,473.556648044693,16.7344229569394,23.4281921397152,1417.91941173902,13.3875383655515,92.3202577186376,9703.62256147842,160.141486502289,1809.86545409485,160.650460386619,156.805205533492,0.0,10.0088429063931,821.121119646648,23.3539667815839,433.900940311678,47.8697632615158,16.7344229569394,1639.97344978006,894.045359960041,0.0,1678.14932730524,164.124902610911,0.0,52.3543315767405,1228.58164766751,2038.39980112225,153.572705958439,7128.92157945257,2740.19776737035,104.474290884313,240.975690579928,9108.27065231686,847.154573012742,83.6721147846971,0.0,7186.46396101437,33544.9540922505,0.0,,3279.14467840119,163.997344978006,1873.93130726257,0.0,1224.41511554875,1489.76637337727,584.10245573948,0.0,3719.63659634227,13596.3844081681,293.592725254197,34.902887717827,1163.83416241838,2029.85811206258,1189.65886071492,6095.38532999339,230.53590125266,3051.08685591386,127.18161447274,88.9009889142436,860.486129451776,7155.80273495502,604.387177960269,6.69376918277577,9387.93151871532,1017.78180151815,6423.29209322597,180.731767934946,27830.4191216833,314.125989460443,56119.582176146,2791.67510503196,2579.32340234742,363.654625598949,107.844429299936,70.2845764191456,261.056998128255,459819.035612619
1983,6.58741818739811,417.696,2318.10658454854,99.1748255854924,2654.3342787181,306.707610885717,2376.54967189036,2172.12598311953,462.139245626101,10.1656570031416,0.0,138.33578193536,0.0,1096.89776303908,2505.52532794824,135.538928300173,0.0,133.459664804469,0.0,9329.56857867481,0.0,2547.84306618635,0.0,0.0,0.0,3877.3467455145,0.0,0.0,493.251922184368,44086.4985394934,2227.55896331636,6.61165503903283,176.204721387787,287.606994197928,1407.34022344181,1487.57447479305,523.52790665385,2947.97267038114,3576.96807575717,231.407926366149,857.223937706432,0.0,508.282850157079,669.655576199468,2676.33206837051,199.924587728451,,422.103460805642,76.0340329488775,49.4056364054858,870.228952383253,10839.8837517488,0.0,,,52.8932403122626,281.017794459761,18330.48628353,128.92727326114,6365.30690662477,74.5481513563716,206.701692397212,0.0,98.2680176970353,223.644454069115,767.43421883188,1905.75024846533,53.8667882394464,10950.5008663662,4414.05877622382,2535.95892548677,779.778119714549,4522.07130339756,933.072929219836,16880.8415770502,139.361933207408,38103.5676574385,576.505774125113,3377.83506600719,575.213988395856,509.857707752268,662.624469783753,0.0,294.662363863007,679.810277003023,39.669930234197,2244.65688575164,1331.29388934788,267.803338624797,467.108826815642,16.5291375975821,33.0582751951641,1445.93829213388,9.91748255854924,94.8794653626548,8595.44933275186,72.4616000613792,1853.77636654264,188.432168612436,151.510618310157,0.0,19.7622545621943,763.547298650515,26.3496727495924,425.561513627134,47.4397326813274,16.5291375975821,1619.85548456304,836.027816291502,0.0,2213.37251096576,149.096302712743,0.0,72.8640782393203,926.414709042787,2035.90698024238,156.137310512829,7101.64867200142,2769.93551423421,169.952569250756,274.383684119862,10860.4601135497,882.284783963175,89.2573430269432,0.0,6679.17605961248,34444.6568812667,0.0,,3682.30566709971,178.514686053886,1848.4163575419,0.0,1413.00120119689,1514.30189402528,564.0405823366,0.0,3648.83366706418,14002.2272069486,227.265927465235,34.697180113962,1136.22351515137,2026.38071791722,1642.87483609064,6633.5301147099,238.544809122151,3319.20797155723,105.786480624525,179.593273722168,1375.2681266129,6119.26678433726,619.892193661238,9.91748255854924,9608.64159259077,936.405332538478,6639.63414784518,188.432168612436,29844.5306504636,190.834490626791,57406.0557940808,2837.23793566875,2095.70967888331,415.007345806081,386.558784962503,69.4223779098447,261.160374041797,470427.096247019
1984,48.7670582790062,428.688,2660.56221516545,156.708981486957,2448.89454821689,317.024324599805,2682.26443756287,2149.51836207874,467.814769560352,0.0,0.0,120.292077088215,67.1567172873414,1090.98067895032,2474.38284506946,133.855588353443,0.0,129.672849162011,0.0,8774.85293267115,0.0,2562.06003538748,0.0,0.0,0.0,4242.38487448554,0.0,0.0,537.099515420827,49228.6636059884,2476.48772622497,0.0,214.901495319493,238.328242678081,1353.86602101669,1527.81531828702,478.514104670007,2901.0464831883,3530.73501940005,238.328242678081,867.909953471814,0.0,520.464558976896,813.998751238291,3156.71674391531,181.323136675822,,433.557783667933,107.737424772283,42.2647838418054,747.903584392057,9958.78022202317,0.0,,,91.4135725340584,282.432525148056,17370.5616347829,101.207883876993,6014.23943996604,77.2302248804426,191.396644268923,0.0,100.735075931012,245.122018098796,816.035441868704,1848.43436309574,53.5374222954183,12592.8785538544,4809.66182371356,3578.00968872442,725.124779142229,5287.94249576676,925.801770286891,16078.2622715512,132.118853634158,37006.8248342475,889.560419848614,3393.13759456267,515.833730727901,530.441583687507,671.961421749028,0.0,303.816502177053,560.09359768246,35.9124749240944,2657.52314438298,1386.92903407621,263.527004477146,453.854972067039,16.3238522382247,32.6477044764494,1534.5367671794,9.79431134293483,87.3037324735439,9297.58728031597,61.7716071534078,1724.24217928385,199.150997306341,136.547763181217,0.0,16.2556860930021,719.007005627918,26.0090977488033,467.031629614138,47.009702101139,16.3238522382247,1328.76157219149,774.203814677317,0.0,2077.47668268566,137.67127043905,0.0,51.7372087651456,914.024021517572,1684.16387634808,134.516742789379,7249.11649524059,2512.16336172108,214.153434408,0.0,10442.9326940249,900.354861325422,78.3544907434786,0.0,6682.83147995627,34660.8329959372,0.0,,3202.41751145501,169.768063277537,1795.96896089386,0.0,1248.43669194256,1517.61045817872,536.271053933402,0.0,3761.05436874649,11550.2491163597,221.077330864828,24.1440307570679,1213.0059478115,2070.20083386412,1917.49690500701,6294.2016552104,241.90611182965,3727.52342418505,107.737424772283,184.680972540189,1335.58103231413,7028.86714218196,623.012923120712,9.79431134293483,9637.60372219305,1795.59418080554,6681.1102938552,163.238522382247,32308.5207492154,155.211626295437,57541.8776320087,2824.64939901239,2241.94571315631,484.419445571462,622.692293894029,107.737424772283,287.299799392755,478371.632055572
1985,32.0856534350177,425.024,2919.78842606324,154.738242037127,2160.00318909262,324.05485110396,2890.26038054912,1983.03862924026,468.398005104346,0.0,0.0,105.882656335558,99.8135818306084,1072.70044830085,2377.07476792116,132.172248406712,0.0,125.681340782123,0.0,9106.46738066845,0.0,2353.51338632173,0.0,0.0,0.0,5020.17302973621,0.0,0.0,537.217999305177,57847.9637626876,2516.57514411744,25.7897070061878,216.262760632985,296.581630571159,1299.06700420586,1440.64269775511,374.416327190919,2774.31863587781,3484.50196304292,193.422802546408,909.345196536478,0.0,455.815357026445,915.429922996397,2786.97686705721,202.95428305557,,440.450391642051,109.606254776298,41.711349465523,726.587957330579,10225.6577221861,0.0,,,106.382541400525,280.721694256097,15868.2359024838,157.9619554129,6031.32665716391,76.5237460701331,239.55259639346,0.0,119.77629819673,156.37461153462,802.141335875443,1625.93586734706,53.2080563513903,14389.9952270064,5507.21151125961,3537.02937340334,771.22138700149,5520.50164633394,895.656609287218,15428.945395515,121.19306159654,34054.2601476685,895.656609287218,3370.84658045849,370.727038213949,527.623166198288,674.01405147176,0.0,309.802709666012,442.942904956588,41.9082738850551,2862.65747768684,1428.45495900907,235.1383850193,439.88469273743,16.1185668788674,25.7897070061878,1363.64027098825,9.67114012732041,89.8322236475476,10447.3767653524,64.1713068700354,1768.07453544481,87.0402611458837,208.556747327615,0.0,12.8342613740071,603.369273283325,25.6685227480142,555.480465933087,46.5796715209506,16.1185668788674,1463.56587260116,804.513247669782,286.61011497191,2281.28995922976,136.411895168498,0.0,20.5714589437393,819.429781258947,1408.41323925999,178.285977512407,6447.3142111736,2419.88798965534,140.048124361274,0.0,10475.7717926255,908.617523421387,83.8165477701102,0.0,5819.10644784048,34496.9205571411,0.0,,3641.25123339313,177.304235667541,1740.6865698324,0.0,869.52120808898,1478.54852188799,508.3607373759,0.0,3216.46197334544,10919.896829676,259.893792823643,24.0000354343625,1080.66607696441,2106.75065439326,1902.04894481358,6291.99663860697,242.645058529834,3544.22582102962,125.724821655165,149.720372745913,1465.17730427299,7793.54583633927,619.239031447272,9.67114012732041,9560.76711983137,1862.96574731741,6613.23323030212,132.172248406712,31105.2248499929,147.428789096798,57041.8746767745,2780.12106349821,2468.57507324871,564.707500456312,618.81729368935,138.619675158259,306.25277069848,481954.972328144
1986,37.9919216208376,421.36,3082.51620378002,152.767502587296,2573.04432632872,340.098869808727,2906.90655434501,1968.19352237327,481.610535050841,0.0,0.0,126.639738736125,89.0028789571842,1082.52595377077,2446.85457500577,130.488908459982,0.0,127.011843575419,0.0,11109.6730890033,0.0,2514.41069126528,0.0,0.0,0.0,5221.83301295914,0.0,0.0,528.740615305039,65430.6841779626,2784.34068160339,25.461250431216,247.230219325512,334.17891190971,1299.55523366118,1480.08491302873,490.8432244344,2730.26611515497,3438.2689066858,190.95937823412,1062.71240413964,0.0,477.978424029322,933.793570084859,3681.36203502435,197.784175460409,,459.483051002421,117.758283244374,41.1579150892407,636.253676229861,10109.4207599571,0.0,,,92.2970328131579,286.494053567887,16198.2183826878,95.4796891170599,5838.17814533641,82.4100731085039,290.083457341934,0.0,112.077699427565,161.523743292668,962.462014394551,1687.39547296687,49.5737722569021,16005.7415201791,6015.15087097867,3496.04905808226,743.364056851812,5372.84150823139,901.375447756015,14943.3070140469,121.277174028435,33188.0030884273,785.484318758813,3438.33931674864,566.512822094556,444.249327822607,694.290497392461,0.0,324.375365035571,395.961357407107,41.374531950726,897.509077700363,1510.15183575998,319.487780360086,444.541452513966,15.91328151951,31.82656303902,1535.50683217552,9.547968911706,89.0028789571842,9989.97127901287,183.627621167381,1787.0167969522,31.82656303902,186.793614635785,0.0,41.1579150892407,583.605530237525,15.8299673420156,522.312788079901,46.1496409407622,15.91328151951,1670.89455954855,879.212615036117,305.823812631505,2251.02135603462,151.634534519647,0.0,81.7921375256811,1022.40171907101,1607.02488004817,136.320229209468,6723.91816137649,2437.28160088372,135.206317163402,0.0,12032.0231982029,943.38345258267,63.65312607804,0.0,6742.13164332852,35353.0329577287,0.0,,4085.16229715137,155.950158891198,1759.11403351955,0.0,775.668399758767,1482.93120641211,502.218531915055,0.0,3051.94381662333,10777.9933460064,256.445470940653,23.856040111657,1045.22662208684,2172.4173526553,1838.16207381673,6376.3108453639,249.944579061286,3503.97951961381,149.584846283394,145.041728670967,1425.40043136069,8797.9778475756,631.972176987986,6.365312607804,9759.06690705421,1200.76086433212,6651.07357498996,130.488908459982,32197.3438612339,156.768263590889,58178.2959753759,2808.55312488174,2665.06048104511,2751.24832404232,508.633288376608,143.21953367559,324.630942998004,502328.39851912303
1987,43.7279023062628,428.688,3590.60619472666,150.796763137465,2903.03176916163,351.091894316883,2876.67233235722,1931.30793744627,487.171751250058,0.0,0.0,131.183706918788,91.4392207211475,1074.11113169266,2394.09192981594,128.805568513252,0.0,124.760223463687,0.0,11120.421594842,0.0,2405.36479427228,0.0,0.0,0.0,6198.17338453378,0.0,0.0,575.878012308341,72660.1102794055,2747.20976054852,15.7079961601526,257.989229891809,279.602331650717,1263.48822040794,1570.79518453114,490.714922464874,2693.46928020789,3813.69776542478,210.487148546045,993.026144541635,0.0,483.321595240351,989.131011196262,4220.75265654711,271.051975709116,,471.553038257353,150.796763137465,24.9873727464359,635.456528218995,10043.7512367091,0.0,,,59.69038540858,287.605421200683,15658.8484805664,116.239171585129,5717.60194624661,84.9078478124942,587.823561778806,0.0,111.033339447108,199.206873713929,946.39674277126,1839.27764762335,59.1179900212509,16412.1138039298,6553.46721141116,4317.24519698611,774.175977875009,5507.11233307513,963.983268007952,15307.7614324608,154.45981913133,33193.820218865,979.890582661548,3449.79990912129,565.487861765495,439.041884439265,703.601270950185,0.0,334.09227651025,391.319940478475,43.9823892484274,1152.9669181552,1569.96904262973,426.260129043441,436.660782122905,21.9911946242137,31.4159923203053,1408.66313858032,9.42479769609158,88.1735342668209,11319.0180370026,231.133197904532,1812.80117823432,31.4159923203053,165.541344445138,0.0,65.5918534593942,494.412795943903,21.8639511531314,514.164661813187,45.7196103605738,15.7079961601526,1624.20680295978,824.634724152062,362.686774102002,2901.65866017987,156.752949807682,0.0,121.947658914608,1192.37710938727,1494.66678223683,182.921488371912,6776.826794639,2604.77668244436,130.439980159492,0.0,13224.3142015681,963.436246935656,53.4071869445189,0.0,6762.71431143591,35641.717190385,28.2743930882747,,3719.13016601088,160.221560833557,1727.92909497207,0.0,649.671691407333,1491.5386897631,473.952369963804,0.0,3045.28260199653,10253.7308831967,252.997149057663,23.7120447889515,1148.52050130217,2285.40372711253,1673.44950155836,6637.27088577204,253.296457542066,4317.66935591359,157.079961601526,143.690203990375,1620.32228865345,9593.39678166228,634.423723236802,3.14159923203053,9799.44794183583,1342.57735676355,7097.41331131084,128.805568513252,32236.6435983809,186.308923341762,58367.379314081,2789.81589513231,2814.95845994553,2904.78208177317,327.690681864089,160.221560833557,345.575915523358,520731.63727323595
1988,43.1318960548818,370.064,3415.13757670899,421.673733781631,2770.92924438864,361.769849794365,3134.71551299386,2016.11103634986,491.968864066119,0.0,66.01828450851,129.395688164646,80.874249607831,1063.31424807997,2684.76899447515,83.7146383242945,0.0,123.020335195531,0.0,10993.0315519553,0.0,2406.33611520385,0.0,0.0,0.0,5925.30703220757,0.0,0.0,664.612125426898,84624.2781503011,3097.51507270662,31.0054216015905,245.857718807806,294.55150521511,1233.02052694404,1568.96044239192,503.312583483792,2792.61477139167,4941.68294800218,207.736324730657,887.929788507142,0.0,656.698906815588,1006.69239862965,4715.46216806458,274.972448666625,,483.108963728508,170.529818808748,18.4850983092351,667.161646661703,10685.5770873134,0.0,,,55.809758882863,288.192445402069,15906.7097153578,201.535240410338,5620.38631684891,106.754009482337,352.611728290143,0.0,109.98897946665,245.857718807806,918.093216025342,1785.05465866956,58.7474533342194,18229.5548801184,6815.61023788971,4498.6745300799,903.911592250266,5215.44447617229,993.417995461389,15378.7124206897,184.008180139736,35838.8717289419,782.788230600905,3454.90797390733,523.99162506688,380.391067882367,711.851619705229,0.0,343.484285825573,386.678523549844,43.4075902422267,1147.20059925885,1628.73690749434,487.201694339466,430.571173184358,21.7037951211134,27.9048794414315,1580.4759054396,9.30162648047716,87.3441895764575,11420.9485608166,209.497780837997,2002.33806846881,27.9048794414315,147.880786473881,0.0,89.3446418279695,512.21373702092,24.6467977456468,475.526215854347,45.2895797803854,12.4021686406362,1475.85806823571,718.121355379387,370.959884381152,2951.4540300412,97.0490995293972,0.0,148.142025216403,1151.46755963659,1826.67777828396,208.74558098675,7081.723,2607.33507952396,128.892841183281,244.942830652565,14976.7543960552,982.088982185903,58.910301043022,0.0,6817.7918580824,35870.7059671817,24.8043372812724,,4681.01074443673,164.32873448843,1703.8316424581,0.0,668.544388850668,1577.30837864105,521.875574467427,21.7037951211134,3815.49828709324,11245.5897441382,166.365884783116,23.568049466246,1150.66341708974,2456.63940209476,1424.10870868357,7239.99683778374,256.266583093883,4992.08865873452,158.127650168112,158.513529231349,1531.40489905541,9821.25706325258,635.718629563388,6.20108432031811,9822.82325715956,1405.24634168114,8189.62337786693,80.6140961641354,32442.9672184023,198.644988358359,58449.8808538013,2764.99686932297,2838.26652857791,819.506025042755,276.648049368994,170.529818808748,325.556926816701,547025.271968383
